Identifier,RG/MS Number,Collection Title,"Box, Folder, URL",Date,Subjects,People,Title,Item Description,Reviewed
band.nsp.0156,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1932-03-08/ed-1/seq-1/,1932-03-08,Uniform & Equipment,"Selleck, John K.","Band Gets Seven New Instruments: Five Foot Drum, Two Lyres, Four Special Trumpets Purchased",The R.O.T.C. band debuts new instruments at a Nebraska vs. Creighton basketball game.,
band.nsp.0157,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1933-11-23/ed-1/seq-4/,1933-11-23,Band Day; Other Band; Parade,-,Strike Up the Band,The advertisement describes upcoming band day events.,
band.nsp.0158,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1935-10-22/ed-1/seq-1/,1935-10-22,Band Day; Other Band; Parade,"Quick, W. T.",Dads Tops on Campus Saturday: University Plays Host to Fathers,High school bands will perform in a parade and pregame show during Band Day/Dad's Day celebrations.,
band.nsp.0159,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1935-11-10/ed-1/seq-2/,1935-11-10,Uniform & Equipment; Other Band,-,Say It With Music,The Kansas band is praised in comparison to a lackluster Nebraska band. The band uniforms are criticized as well as its membership and spirit.,
band.nsp.0160,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1936-02-27/ed-1/seq-1/,1936-02-27,Uniform & Equipment; Fundraising & Finance,"Oury, W. H.; Selleck, John K.","Nebraska Band to Wear New, Colorful Uniforms Next Fall","At band banquet, W.H. Oury announces the band's new scarlet and cream uniforms will replace uniforms in ROTC colors. He also discusses reorginization of the band's membership with decreased number for performances.",
band.nsp.0161,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1936-10-04/ed-1/seq-1/,1936-10-4,Band Day; Other Band; Parade; Pregame & Halftime,"Quick, W. T.",27 Out State Bands Go On Parade Before Husker-Cyclone Tilt,"Ninety-six ROTC band members, wearing new uniforms will lead the parade on Band Day. The article describes the Band Day performance and songs under ""Billy"" Quick's leadership.",
band.nsp.0162,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1937-05-20/ed-1/seq-1/,1937-05-20,Uniform & Equipment,"Quick, W. T.","""Billy"" Quick Reminisces on 19 Happy Years as Band Director",A brief article about Quick's career discusses his experience prior to and during his time leading the band.,
band.nsp.0163,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1937-10-14/ed-1/seq-1/,1937-10-14,Band Day; Other Band; Pregame & Halftime,"Quick, W. T.",Husker-Sooner Tilt to Feature 38 Prep Bands at Halftime,Special performances for Band Day and Dad's Day include bands from Nebraska and Iowa communities.,
band.nsp.0164,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1939-10-15/ed-1/seq-8/,1939-10-15,Uniform & Equipment,-,"Features Fly, Legs Flash, Signals are Barked as Baton Boys Strut Their Stuff in Stadium",The article discusses the role and appearance of baton twirlers and the drum major.,
band.nsp.0165,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1939-10-06/ed-1/seq-1/#words=band+March+march+marching+Marching+rallies+rally+Rally,1939-10-06,Cheer & Pep; Sports; Pregame & Halftime,-,"Thousands Flood Campus for the Weekend: Rally, Presentation of Pep Queen, Dances Lend Excitement","A rally will be held at the Union, followed by a parade and dance. The band's halftime performance at the football game will be broadcast coast to coast for the first time.",
band.nsp.0166,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1938-10-06/ed-1/seq-4/#words=band+Band+marching+Marching+RALLY,1938-10-06,Audition,"Lentz, Donald A.",Lentz Selects Band Men: Marching Tooters Drill Game-Day Formations,Director Don Lentz announces varsity band members after tryouts.,
band.nsp.0167,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1938-09-29/ed-1/seq-2/#words=Band+band+March+marching+rallies+rally,1938-09-29,Audition; Uniform & Equipment,"Lentz, Donald A.",Lentz to Whittle Band to 98 Men,"Director Don Lentz is cutting varsity band from 113 to 98 members. New ""West Point"" style uniforms are being ordered for twirlers, and popular music will be added to the band's repetoire. An editorial above the article states the band needs improvement.",
band.nsp.0168,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1939-10-20/ed-1/seq-1/#words=band+Marching+rally,1939-10-20,Cheer & Pep; Sports; Parade,-,"Uni Rooters Stage Baylor Rally Tonight: Victory Bell Parade, Bonfire Pep Meeting Will Begin at 7 p.m.",The band will march in a parade from the Union to the bonfire rally.,
band.nsp.0169,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1938-11-10/ed-1/seq-1/#words=band+March+march+marching+Rally+rally+rallying,1938-11-10,Cheer & Pep; Sports; Parade; Military,-,Rifles Join in Pitt Rally: Drill Unit Aids Husker Pep in Panther Hunt,"In an Armistice Day ceremony, the Pershing Rifles will join the varsity band and cheerleaders in a rally and parade before the Nebraska vs. Pitt football game. Another article, ""Memorial Service Precedes Game,"" describes a pregame ceremony to honor students killed in World War I.",
band.nsp.0170,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1929-11-20/ed-1/seq-1/#words=band+cadet+Cadet+RALLIES+Rallies+rallies+Rally+rally+rallying,1929-11-20,Cheer & Pep; Parade,-,Corn Cobs Prepare to Increase Spirit,University band will lead procession in the midst of several rallies before the Aggie football game.,
band.nsp.0171,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1929-11-20/ed-1/seq-1/#words=band+cadet+Cadet+RALLIES+Rallies+rallies+Rally+rally+rallying,1929-11-20,Travel,"Selleck, John K.",Nebraska Students Buy Kansas Tickets,"Students can purchase football tickets for the upcoming game in Manhattan, Kansas. The band will also be making the trip to play.",
band.nsp.0172,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1922-11-26/ed-1/seq-1/#words=band+cadet+cadets+Cadets+rally,1922-11-26,Sports; Pregame & Halftime,-,Nebraska Squad Shows up Ames in Every Department,The band plays at halftime during the Iowa State home game,
band.nsp.0173,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1923-10-14/ed-1/seq-1/#words=Band+cadet+rally+RALLY,1923-10-14,Cheer & Pep; Sports,-,Hold Rally on Eve of Oklahoma Game,"The band plays at a rally featuring a quartet, new song, and speeches.",
band.nsp.0174,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1923-10-03/ed-1/seq-1/#words=band+Band+cadet+rally+Rally,1923-10-03,Cheer & Pep; Parade,-,Students Plan Send-Off for Team Thursday,"The band will play at the Armory before a parade to the Burlington Station, where the football team is leaving for Illinois.",
band.nsp.0175,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1924-10-05/ed-1/seq-1/#words=band+cadet+rally+RALLY,1924-10-05,Cheer & Pep; Sports,-,Huskers Meet for Big Rally,"1,500 students take part in a rally before the Illinois game. The band led the students in song.",
band.nsp.0176,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1924-11-11/ed-1/seq-1/#words=band+cadet+rallies+Rallies+rally+RALLY,1924-11-11,Cheer & Pep; Sports,-,Hartley Will Talk at Rally,Former Husker captain speaks at Armory rally. The band will be traveling to Notre Dame for the game.,
band.nsp.0177,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1924-11-11/ed-1/seq-1/#words=band+cadet+rallies+Rallies+rally+RALLY,1924-11-11,Cheer & Pep; Sports,-,Plan Send-Off for Cornhuskers,The band will lead a crowd in songs as the football team leaves from the train station at 9th and S streets. This follows a rally the previous day.,
band.nsp.0178,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1928-10-23/ed-1/seq-1/#words=BAND+Band+Cadet+rally+RALLY+Rally,1928-10-23,Homecoming; Events & Dances; Fundraising & Finance,-,Party Ticket Sale Is Well Under Way,Tickets are being sold for the Homecoming R. O. T. C. Band Ball as a fundraiser for the band to travel to West Point. Downtown businesses are supporting the fundraiser. Herb Fick and his Missouri Quadrangle Colleagians will provide music for the dance. ,
band.nsp.0179,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1928-10-23/ed-1/seq-1/#words=BAND+Band+Cadet+rally+RALLY+Rally,1928-10-23,Parade; Cheer & Pep,-,Giant Rally to be Held Friday Night,The band will lead a parade on the eve of Homecoming to the Lincoln hotel where the Missouri football team is staying.,
band.nsp.0180,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1923-10-12/ed-1/seq-1/#words=band+Band+cadet+rally+RALLY+Rally,1923-10-23,Cheer & Pep,-,Rally for First Home Game Will Be Held Tonight,The band will play at an Armory rally for the Oklahoma game.,
band.nsp.0181,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1927-11-17/ed-1/seq-1/#words=Band+band+bands+cadet+RALLY+rally,1927-11-17,Meetings & Membership,-,Gamma Lambda Elects,"Elections are held for the honorary band fraternity, Gamma Lambda's, membership. The organization plans to add several more college bands as chapters.",
band.nsp.0182,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1927-11-17/ed-1/seq-1/#words=Band+band+bands+cadet+RALLY+rally,1927-11-17,Parade; Travel; Cheer & Pep,-,Train Arrival Starts Rally in Manhattan,"A rally is planned in Manhattan, Kansas, when the train carrying the football team, cheerleaders, band, and fans arrives. They will parade from the downtown district to Gillette hotel, where the football team is staying.",
band.nsp.0183,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1925-10-22/ed-1/seq-1/#words=Band+band+Cadet+rallies+RALLY+rally+Rally+rallys,1925-10-22,Other Band,-,Special from Kansas Coming,"University of Kansas students are on their way to Lincoln, bringing with them the 92 person band.",
band.nsp.0184,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1925-10-22/ed-1/seq-1/#words=Band+band+Cadet+rallies+RALLY+rally+Rally+rallys,1925-10-22,Cheer & Pep; Homecoming,"Bearg, Ernest; Allen, Forrest Clare ""Phog""",K. U. Athletic Director Will Talk At Rally,"The band will perform at the Homecoming rally, where several members of the University of Kansas's athletic department will be speaking.",
band.nsp.0185,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1929-11-07/ed-1/seq-1/#words=Band+band+cadet+RALLY+rally,1929-11-07,Cheer & Pep; Sports,-,Freshmen Lay Plans for Football Rally,A freshman rally is being organized at the Armory for the freshmen football team's Missouri game. The band will be performing.,
band.nsp.0186,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1929-11-07/ed-1/seq-1/#words=Band+band+cadet+RALLY+rally,1929-11-07,Travel,"Quick, W. T.; Pauley, Carroll R.",U.P. Announces $2.75 Rate for Manhattan Trip,"The Union Pacific is offering a round trip price of $2.75 for the Scarlet and Cream special to Manhattan, Kansas. The band will be traveling on the special to the game.",
band.nsp.0187,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1923-10-05/ed-1/seq-1/#words=band+cadet+cadets+rally,1923-10-05,Sports; Cheer & Pep,-,Grid-Graph to Help Organize Cheer Section,"A new device powered by electricity will be used in Lincoln to indicate the position of the football and players in Illinois. The band will be performing at the ""Grid-Graph Party"" at the Armory.",
band.nsp.0188,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1923-10-05/ed-1/seq-1/#words=band+cadet+cadets+rally,1923-10-05,Cheer & Pep; Parade,-,Cornhuskers Off to Meet Illini Team,The band and Innocents leads a four block parade to send the football team off to Illinois.,
band.nsp.0189,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1928-11-25/ed-1/seq-1/#words=Band+Cadet+CADET+cadet+Cadets+CADETS+RALLY,1928-11-25,Cheer & Pep; Travel,-,Student Rally Will Welcome Players Home,"The football team and band return from West Point at the Burlington depot, where they will be greeted by the student body.",
band.nsp.0190,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1929-10-15/ed-1/seq-1/#words=band+Band+cadet+cadets+rallies+Rally+RALLY+rally+Rallying,1929-10-15,Parade,"Bible, Dana X.",Gigantic Rally Holds Sway at Station Tonight,The band will lead a parade from Social Sciences to the Rock Island Station at 20th and O to welcome back the football team from Syracuse.,
band.nsp.0191,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1926-11-18/ed-1/seq-1/#words=band+Band+Cadet+rally+RALLY,1926-11-18,Events & Dances; Fundraising & Finance,-,Dance Ticket Sale is Large,"The R. O. T. C. band benefit tickets are selling well, and entertainment and food have been arranged for the event. The University of New York football team will be in attendance. The band will perform at the west entrance of the Social Science building to raise awareness and sell additional tickets.",
band.nsp.0192,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1926-11-18/ed-1/seq-1/#words=band+Band+Cadet+rally+RALLY,1926-11-18,Travel; Fundraising & Finance,"Schulte, Henry",Coaches and Athletes Endorse Sending Band to Seattle Game,The student body and football team supports sending part of the band to Seattle for the game on Thanksgiving day. The band will be sponsoring a benefit dance in order to fundraise for this travel.,
band.nsp.0193,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1926-11-18/ed-1/seq-1/#words=band+Band+Cadet+rally+RALLY,1926-11-18,Parade; Cheer & Pep,"Bearg, Ernest",Last Rally of Year is Friday,"A torchlight parade will end the football rally season, as the band and cheerleaders lead from the Social Science building to the Hotel Cornhusker.",
band.nsp.0194,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1922-02-23/ed-1/seq-1/#words=BAND+band+Band+bands+Cadet+CADET+cadet+rallied,1922-02-23,Concert,"Quick, W. T.",University Band Will Play at Convocation,The band gives its first concert of the season at the Temple for convocation.  The article goes on to mention the success that band alumni have enjoyed playing with orchestras regionally and nationally.,
band.nsp.0195,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1922-10-08/ed-1/seq-1/#words=Band+band+cadet+rally+RALLY+Rally,1922-10-08,Events & Dances; Fundraising & Finance; Uniform & Equipment,-,Benefit Mixer for Band Huge Success,"A benefit is held for the band, with music by Leo Beck's orchestra. The band will soon receive new uniforms, modeled after the R. O. T. C. officer uniforms.",
band.nsp.0196,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1922-10-08/ed-1/seq-1/#words=Band+band+cadet+rally+RALLY+Rally,1922-10-08,Cheer & Pep; Sports,"Dawson, Fred",Two Thousand Attend Rally,"The band plays ""Cornhusker"" at the opening Armory rally of the year, attended by 2,000 students. Freshmen are encouraged to trade their high school sweaters for Nebraska gear.",
band.nsp.0197,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1928-10-17/ed-1/seq-2/#words=band+cadet+cadets+RALLY+rally,1928-10-17,Cheer & Pep; Parade,-,Rally Planned for Dads and Visitors,"A parade is planned through downtown Lincoln as a part of the ""noise party."" Any ""visiting Dad"" is invited.",
band.nsp.0198,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1928-10-17/ed-1/seq-2/#words=band+cadet+cadets+RALLY+rally,1928-10-17,Military,-,Delt-Phi Delt Bell Formerly Reposed in Belfry Tower of Seward Church,"Research reveals that during their annual summer retreat in 1898, Cadet members stole a bell from a Black church, which has since been passed between fraternity houses. ",
band.nsp.0199,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1925-03-31/ed-1/seq-2/#words=Band+Cadet+cadet+rally+RALLY,1925-03-31,Cheer & Pep; Sports,"Schulte, Henry",To Hold Track Rally Tonight,"The band will play at a rally for the varsity track squad, although there will be no parade.",
band.nsp.0200,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1923-11-13/ed-1/seq-1/#words=band+cadet+Cadets+cadets+rally,1923-11-13,Travel; Cheer & Pep,-,"""700 to Ames"" is Aim of Corncobs",The Corncobs are selling tickets for a special to Ames for $10.70. The band will be accompanying the football team to Iowa.,
band.nsp.0201,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1927-11-09/ed-1/seq-2/,1927-11-09,Cheer & Pep; Parade,-,Send-Off Rally Scheduled for This Afternoon,The band will perform at a rally sending the football team to Pittsburgh. Students will parade from Social Sciences to the Burlington Station.,
band.nsp.0202,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1923-04-18/ed-1/seq-1/#words=Band+Cadet+rally+Rally,1923-04-18,Events & Dances; Drill,-,Plans Started for Breaking of Stadium Ground,The band will be performing at a ceremony for the stadium's ground breaking. Many alumni will be present.,
band.nsp.0203,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1923-09-27/ed-1/seq-1/#words=band+Cadet+RALLY+rally,1923-09-27,Cheer & Pep,"Avery, Samuel; Schulte, Henry",Initial Rally for Freshmen to Come Today,The band will play for the freshman class's convocation.,
band.nsp.0204,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1928-10-12/ed-1/seq-1/#words=band+Band+Cadet+cadets+RALLY+rally,1928-10-12,Cheer & Pep,"Ayres, W. Joyce",Fight for U-N-I' is Theme from New Husker Melody,"The band will play the new song ""Fight Nebraska"" by Joyce Ayres and Lamar Burling. The song will be distributed to students so that they might memorize the lyrics for football season.",
band.nsp.0205,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1928-10-12/ed-1/seq-1/#words=band+Band+Cadet+cadets+RALLY+rally,1928-10-12,Cheer & Pep,-,Students Will Vent Ardor at Monster Rally,The band will perform at a Coliseum rally for the Montana game.,
band.nsp.0206,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1927-02-27/ed-1/seq-1/#words=band+Band+BAND+band%27s+CADET+Cadet+Rally,1927-02-27,Concert,"Quick, W. T.",Band Plays at Coliseum Today,"The band and Glee Club will give a concert, free to the public.",
band.nsp.0207,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1925-10-01/ed-1/seq-1/#words=band+BAND+cadet+Cadets+cadets+RALLY+rally,1925-10-01,Parade; Cheer & Pep,"Bearg, Ernest",Will Hold Rally for Team Today,The band will lead a parade at the first rally of the year. They begin at the Armory and travel to the Burlington Station to send off the football team for Illinois.,
band.nsp.0208,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1926-10-14/ed-1/seq-1/#words=band+cadet+rally+RALLY,1926-10-14,Cheer & Pep; Parade,-,Send-Off Rally Will Be Friday,"The band will lead a parade from the Armory to the North-western Depot, where the football players will be leaving for St. Louis.",
band.nsp.0209,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1927-11-10/ed-1/seq-1/#words=Band+band+cadet+cadets+Cadets+rallies+rally+RALLY+rallying,1927-11-10,Cheer & Pep; Parade,-,Rally Starts Team on Way to Pittsburgh,"The band leads a parade from Social Sciences to 16th and R, then down O to the station to send the foorball team to Chicago.",
band.nsp.0210,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1926-09-30/ed-1/seq-5/#words=band+Band+Cadet+cadet+rallies,1926-09-30,Uniform & Equipment; Audition; Drill; Military; Rehearsal,"Quick, W. T.",Initial Drill Reveals Difficulties of Playing in University Cadet Band,"This article details the beginning stages of this year's cadet band, where 14 new freshmen and sophomores are learning the ropes. The Cadet rules have changed and freshmen must still attend drill for their first semester. The band will add belts and pouches to their uniform.",
band.nsp.0211,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1926-10-15/ed-1/seq-1/#words=band+cadet+RALLY+rally,1926-10-15,Cheer & Pep; Parade,"Bearg, Ernest",Rally Friday at Station to Send Team Off,The band will lead a rally from The Armory to the station for the football team's trip to St. Louis,
band.nsp.0212,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1926-10-15/ed-1/seq-1/#words=band+cadet+RALLY+rally,1926-10-15,Uniform & Equipment; Military; Parade,"Jewett, F. F.",Two Color Slings for Flag Bearers,The military department will use two new slings to display flags during regimental parades.,
band.nsp.0213,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1927-10-06/ed-1/seq-1/,1927-10-06,Travel; Sports,-,Busses Will Go to Missouri U,The band may possibly be traveling in a convoy of 20 buses bound for Missouri. Round trip tickets cost $12.,
band.nsp.0214,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1923-11-11/ed-1/seq-1/#words=band+bands+CADET+cadets+RALLY,1923-11-11,Travel; Sports,-,Ames Tickets Go On Sale Monday,"The band will be traveling to Ames, Iowa. The roundtrip price for the special is $10.70.",
band.nsp.0215,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1923-11-11/ed-1/seq-1/#words=band+bands+CADET+cadets+RALLY,1923-11-11,Military; Drill,"Burnett, E. A. (Edgar Albert); Avery, Samuel;",Cadet Regiment Is Given Oath of Allegiance,"2,000 cadets swear allegiance to the flag. The band performs ""The Cornhusker"" after the ceremony.",
band.nsp.0216,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1920-09-28/ed-1/seq-1/#words=Band+Cadet+rally,1920-09-28,Cheer & Pep;,-,Freshmen Convocation Launched This Morning,"The freshman class will be iniated in the Armory, with accompaniment from the band.",
band.nsp.0217,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1923-10-19/ed-1/seq-1/#words=Band+band+bands+cadets+rallies+RALLY+Rally+rally,1923-10-19,Cheer & Pep,-,Annual Barbecue Staged on Field of New Stadium,"Memorial Stadium hosts a freshman barbecue, at which the band led the new students in chants and cheers.",
band.nsp.0218,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1923-10-19/ed-1/seq-1/#words=Band+band+bands+cadets+rallies+RALLY+Rally+rally,1923-10-19,Cheer & Pep; Homecoming; Parade; Other Band,"Avery, Samuel",Seating Capacity for Homecoming is Large,"The dedication of Memorial Stadium and homecoming celebration can host 20,000. The band will lead a large parade from 12th and R to the stadium, followed by the R. O. T. C., U of Kansas Band, and various fans and colleges.",
band.nsp.0219,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1923-10-19/ed-1/seq-1/#words=Band+band+bands+cadets+rallies+RALLY+Rally+rally,1923-10-19,Cheer & Pep; Other Band,-,Make Plans for Rally Tonight on Drill Field,The band will perform at a rally just north of the Social Sciences building before the Kansas game.,
band.nsp.0220,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1926-10-15/ed-1/seq-1/#words=band+cadet+rally+RALLY,1926-10-15,Military; Parade,-,R. O. T. C. Regiment Will March Friday,The band and R. O. T. C. will march in the Armistice Day Parade throughout the downtown district until a service is held at St. Paul Church.,
band.nsp.0221,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1927-10-28/ed-1/seq-1/#words=band+Band+march+March+marches+marching+Rallies+RALLY+rally,1927-10-28,Cheer & Pep; Parade,"Bearg, Ernest",Large Rally is Planned for Tonight,The band and Corn Cobs will lead a procession from the Coliseum to the Lincoln hotel in advance of the Syracuse game.,
band.nsp.0222,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1927-10-28/ed-1/seq-1/#words=band+Band+march+March+marches+marching+Rallies+RALLY+rally,1927-10-28,Drill; Rehearsal,-,Children Enjoy Concerts Given by R.O.T.C. Band Three Times Weekly,"The band rehearses three times a week at the drill field between 12th and 14th streets. Children frequent these rehearsals, watching, dancing, and imitating the band members.",
band.nsp.0223,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1926-10-01/ed-1/seq-4/#words=band+BAND+marching+rally+RALLY,1926-10-01,Uniform & Equipment; Pregame & Halftime,-,Band Present at Rally and Game,"The band will perform in a parade before the Drake game, as well as take part in halftime entertainment. For the first time this year, the band performs the Star Spangled Banner and all members will wear uniforms. In the past, the band has not been able to provide uniforms for all members.",
band.nsp.0224,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1928-10-14/ed-1/seq-5/#words=band+marched+marching+RALLY+rally,1928-10-14,Cheer & Pep,"Schulte, Henry",Season's First Rally Proves Big Success,The band takes part in the first rally of the year.,
band.nsp.0225,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1926-10-08/ed-1/seq-1/#words=band+Band+bands+marches+marching+rally+RALLY+Rally,1926-10-08,Cheer & Pep,-,New Nebraska Songs,"Students are encouraged to take the songs ""Win! Nebraska!"" and ""N E B R A S K A"" to the evening's rally.",
band.nsp.0226,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1926-10-08/ed-1/seq-1/#words=band+Band+bands+marches+marching+rally+RALLY+Rally,1926-10-08,Cheer & Pep; Sports,"Bearg, Ernest",First Outdoor Rally Will be Held Tonight,"The band will take part in a rally at the Social Sciences building the evening before the Missouri game. On Thursday, the band played at a football practice.",
band.nsp.0227,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1926-10-08/ed-1/seq-1/#words=band+Band+bands+marches+marching+rally+RALLY+Rally,1926-10-08,Drill; Pregame & Halftime; Other Band,,Band Working on Special Exhibition for Husker-Tiger Game Saturday,"Following the performance of the Drake University band, and given that the R. O. T. C. Band will have the opportunity of performing at halftime, the band is working on special drill. The article has a description of the drill formations, including an N for Nebraska and M for Missouri.",
band.nsp.0228,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1921-10-20/ed-1/seq-1/#words=band+Band+march+March+marching+rally+RALLY,1921-10-20,Military; Audition,"Wyman, E. A.",[Untitled],E. A. Wyman is elected drum-sergeant after Cecil Matthews's employment at the Lyric theater interferes with his duties.,
band.nsp.0229,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1921-10-20/ed-1/seq-1/#words=band+Band+march+March+marching+rally+RALLY,1921-10-20,Parade; Cheer & Pep,-,Plans Complete for Big Send-Off,The band will lead a parade from 12th and R to the Burlington Depot to send the football team to play Notre Dame.,
band.nsp.0230,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1925-10-08/ed-1/seq-1/#words=band+Band+march+marching+RALLY+rally,1925-10-08,Parade; Events & Dances,"Quick, W. T.",Uni Band Plays at Legion Convention,60 members of the band perform at the American Legion convention in Omaha.,
